"STATION","DATE","PRCP","TAVG","TMAX","TMIN"
"USW00094789","1970-02-18","0.00",,"41","29"
"USW00094789","1970-02-19","0.00",,"48","27"
"USW00094789","1970-02-20","0.00",,"34","21"
"USW00094789","1970-02-21","0.00",,"34","22"
"USW00094789","1970-02-22","0.00",,"54","31"
"USW00094789","1970-02-23","0.00",,"44","29"
"USW00094789","1970-02-24","0.00",,"52","27"
"USW00094789","1970-02-25","0.00",,"54","20"
"USW00094789","1970-02-26","0.00",,"25","13"
"USW00094789","1970-02-27","0.00",,"39","24"
"USW00094789","1970-02-28","0.00",,"40","30"
"USW00094789","1970-03-01","0.00",,"36","25"
"USW00094789","1970-03-02","0.00",,"45","33"
"USW00094789","1970-03-03","0.00",,"42","32"
"USW00094789","1970-03-04","0.44",,"37","35"
"USW00094789","1970-03-05","0.01",,"50","35"
"USW00094789","1970-03-06","0.00",,"41","34"
"USW00094789","1970-03-07","0.00",,"45","30"
"USW00094789","1970-03-08","0.00",,"40","25"
"USW00094789","1970-03-09","0.00",,"38","22"
"USW00094789","1970-03-10","0.00",,"39","22"
"USW00094789","1970-03-11","0.00",,"44","27"
"USW00094789","1970-03-12","0.38",,"38","33"
"USW00094789","1970-03-13","0.06",,"39","34"
"USW00094789","1970-03-14","0.00",,"41","30"
"USW00094789","1970-03-15","0.00",,"38","28"
"USW00094789","1970-03-16","0.00",,"36","26"
"USW00094789","1970-03-17","0.00",,"42","28"
"USW00094789","1970-03-18","0.46",,"40","33"
"USW00094789","1970-03-19","0.01",,"50","34"
"USW00094789","1970-03-20","0.45",,"43","33"
"USW00094789","1970-03-21","0.01",,"51","37"
"USW00094789","1970-03-22","0.37",,"43","36"
"USW00094789","1970-03-23","0.02",,"47","39"
"USW00094789","1970-03-24","0.00",,"51","37"
"USW00094789","1970-03-25","0.00",,"53","37"
"USW00094789","1970-03-26","0.55",,"54","42"
"USW00094789","1970-03-27","0.05",,"54","40"
"USW00094789","1970-03-28","0.00",,"48","36"
"USW00094789","1970-03-29","1.04",,"46","27"
"USW00094789","1970-03-30","0.00",,"35","22"
"USW00094789","1970-03-31","0.18",,"37","32"
"USW00094789","1970-04-01","0.01",,"43","31"
"USW00094789","1970-04-02","1.35",,"54","37"
"USW00094789","1970-04-03","0.00",,"52","41"
"USW00094789","1970-04-04","0.00",,"54","41"
"USW00094789","1970-04-05","0.00",,"49","38"
"USW00094789","1970-04-06","0.02",,"45","32"
"USW00094789","1970-04-07","0.00",,"56","36"
"USW00094789","1970-04-08","0.00",,"65","40"
"USW00094789","1970-04-09","0.01",,"70","46"
"USW00094789","1970-04-10","0.00",,"56","37"
"USW00094789","1970-04-11","0.00",,"50","33"
"USW00094789","1970-04-12","0.00",,"60","36"
"USW00094789","1970-04-13","0.00",,"56","42"
"USW00094789","1970-04-14","0.08",,"50","39"
"USW00094789","1970-04-15","0.32",,"60","44"
"USW00094789","1970-04-16","0.00",,"60","44"
"USW00094789","1970-04-17","0.01",,"55","43"
"USW00094789","1970-04-18","0.00",,"63","43"
"USW00094789","1970-04-19","0.00",,"58","44"
"USW00094789","1970-04-20","0.93",,"47","41"
"USW00094789","1970-04-21","0.00",,"48","43"
"USW00094789","1970-04-22","0.00",,"67","44"
"USW00094789","1970-04-23","0.00",,"53","46"
"USW00094789","1970-04-24","0.42",,"62","44"
"USW00094789","1970-04-25","0.00",,"72","50"
"USW00094789","1970-04-26","0.00",,"72","55"
"USW00094789","1970-04-27","0.00",,"66","53"
"USW00094789","1970-04-28","0.00",,"62","54"
"USW00094789","1970-04-29","0.00",,"67","48"
"USW00094789","1970-04-30","0.00",,"53","47"
"USW00094789","1970-05-01","0.00",,"63","48"
"USW00094789","1970-05-02","0.00",,"66","53"
"USW00094789","1970-05-03","0.04",,"60","52"
"USW00094789","1970-05-04","0.00",,"62","51"
"USW00094789","1970-05-05","0.00",,"64","49"
"USW00094789","1970-05-06","0.00",,"57","43"
"USW00094789","1970-05-07","0.00",,"61","38"
"USW00094789","1970-05-08","0.00",,"65","50"
"USW00094789","1970-05-09","0.00",,"82","53"
"USW00094789","1970-05-10","0.00",,"87","60"
"USW00094789","1970-05-11","0.00",,"85","61"
"USW00094789","1970-05-12","0.00",,"85","59"
"USW00094789","1970-05-13","0.00",,"74","57"
"USW00094789","1970-05-14","0.02",,"70","54"
"USW00094789","1970-05-15","0.00",,"64","48"
"USW00094789","1970-05-16","0.07",,"60","50"
"USW00094789","1970-05-17","0.62",,"65","57"
"USW00094789","1970-05-18","0.13",,"67","55"
"USW00094789","1970-05-19","0.15",,"67","55"
"USW00094789","1970-05-20","0.01",,"82","55"
"USW00094789","1970-05-21","0.00",,"75","56"
"USW00094789","1970-05-22","0.00",,"79","56"
"USW00094789","1970-05-23","0.00",,"81","58"
"USW00094789","1970-05-24","0.09",,"65","58"
"USW00094789","1970-05-25","0.10",,"59","56"
"USW00094789","1970-05-26","0.78",,"68","57"
"USW00094789","1970-05-27","0.00",,"71","58"
"USW00094789","1970-05-28","0.00",,"70","55"
"USW00094789","1970-05-29","0.00",,"71","54"
"USW00094789","1970-05-30","0.00",,"65","49"
"USW00094789","1970-05-31","0.00",,"74","58"
"USW00094789","1970-06-01","0.00",,"76","64"
"USW00094789","1970-06-02","0.00",,"77","65"
"USW00094789","1970-06-03","0.07",,"78","63"
"USW00094789","1970-06-04","0.08",,"69","61"
"USW00094789","1970-06-05","0.46",,"73","60"
"USW00094789","1970-06-06","0.10",,"72","63"
"USW00094789","1970-06-07","0.29",,"69","60"
"USW00094789","1970-06-08","0.00",,"83","61"
"USW00094789","1970-06-09","0.00",,"77","63"
"USW00094789","1970-06-10","0.00",,"80","64"
"USW00094789","1970-06-11","0.00",,"80","66"
"USW00094789","1970-06-12","0.00",,"91","73"
"USW00094789","1970-06-13","0.00",,"78","60"
"USW00094789","1970-06-14","0.00",,"71","54"
"USW00094789","1970-06-15","0.00",,"72","60"
"USW00094789","1970-06-16","0.01",,"69","64"
"USW00094789","1970-06-17","0.02",,"80","67"
"USW00094789","1970-06-18","1.07",,"80","66"
"USW00094789","1970-06-19","0.00",,"88","66"
"USW00094789","1970-06-20","0.00",,"77","61"
"USW00094789","1970-06-21","0.59",,"70","57"
"USW00094789","1970-06-22","0.00",,"75","62"
"USW00094789","1970-06-23","0.00",,"83","61"
"USW00094789","1970-06-24","0.00",,"82","64"
"USW00094789","1970-06-25","0.00",,"85","66"
"USW00094789","1970-06-26","0.35",,"73","64"
"USW00094789","1970-06-27","0.00",,"77","63"
"USW00094789","1970-06-28","0.00",,"81","58"
"USW00094789","1970-06-29","0.00",,"80","59"
"USW00094789","1970-06-30","0.00",,"88","68"
"USW00094789","1970-07-01","0.00",,"88","70"
"USW00094789","1970-07-02","0.00",,"71","67"
"USW00094789","1970-07-03","0.00",,"77","67"
"USW00094789","1970-07-04","0.00",,"81","69"
"USW00094789","1970-07-05","0.00",,"81","71"
"USW00094789","1970-07-06","0.00",,"82","66"
"USW00094789","1970-07-07","0.00",,"87","67"
"USW00094789","1970-07-08","0.00",,"83","66"
"USW00094789","1970-07-09","0.00",,"81","67"
"USW00094789","1970-07-10","0.28",,"80","70"
"USW00094789","1970-07-11","0.01",,"86","71"
"USW00094789","1970-07-12","0.00",,"90","71"
"USW00094789","1970-07-13","0.00",,"85","69"
"USW00094789","1970-07-14","0.00",,"80","68"
"USW00094789","1970-07-15","0.00",,"78","71"
"USW00094789","1970-07-16","0.03",,"90","71"
"USW00094789","1970-07-17","0.00",,"89","68"
"USW00094789","1970-07-18","0.00",,"93","70"
"USW00094789","1970-07-19","0.00",,"86","71"
"USW00094789","1970-07-20","0.00",,"84","71"
"USW00094789","1970-07-21","0.00",,"83","65"
"USW00094789","1970-07-22","0.00",,"80","68"
"USW00094789","1970-07-23","0.00",,"84","69"
"USW00094789","1970-07-24","0.00",,"87","70"
"USW00094789","1970-07-25","0.06",,"85","72"
"USW00094789","1970-07-26","0.00",,"82","72"
"USW00094789","1970-07-27","0.00",,"88","71"
"USW00094789","1970-07-28","0.00",,"87","71"
"USW00094789","1970-07-29","0.00",,"90","74"
"USW00094789","1970-07-30","0.00",,"87","73"
"USW00094789","1970-07-31","0.16",,"88","74"
"USW00094789","1970-08-01","0.07",,"88","75"
"USW00094789","1970-08-02","0.00",,"93","75"
"USW00094789","1970-08-03","0.07",,"89","74"
"USW00094789","1970-08-04","0.02",,"85","68"
"USW00094789","1970-08-05","0.00",,"80","65"
"USW00094789","1970-08-06","0.00",,"85","63"
"USW00094789","1970-08-07","0.00",,"86","70"
"USW00094789","1970-08-08","0.00",,"88","70"
"USW00094789","1970-08-09","0.00",,"88","68"
"USW00094789","1970-08-10","0.00",,"86","68"
"USW00094789","1970-08-11","0.00",,"83","68"
"USW00094789","1970-08-12","0.00",,"92","71"
"USW00094789","1970-08-13","0.00",,"91","72"
"USW00094789","1970-08-14","0.00",,"92","72"
"USW00094789","1970-08-15","0.00",,"86","73"
"USW00094789","1970-08-16","0.00",,"92","74"
"USW00094789","1970-08-17","0.59",,"85","73"
"USW00094789","1970-08-18","0.00",,"87","69"
"USW00094789","1970-08-19","0.00",,"84","63"
"USW00094789","1970-08-20","0.11",,"81","71"
"USW00094789","1970-08-21","0.03",,"86","72"
"USW00094789","1970-08-22","0.00",,"80","64"
"USW00094789","1970-08-23","1.52",,"78","71"
"USW00094789","1970-08-24","0.00",,"80","64"
"USW00094789","1970-08-25","0.00",,"81","62"
"USW00094789","1970-08-26","0.00",,"81","67"
"USW00094789","1970-08-27","0.00",,"91","69"
"USW00094789","1970-08-28","0.00",,"85","68"
"USW00094789","1970-08-29","0.00",,"87","75"
"USW00094789","1970-08-30","0.00",,"78","68"
"USW00094789","1970-08-31","0.16",,"80","65"
"USW00094789","1970-09-01","0.00",,"74","58"
"USW00094789","1970-09-02","0.00",,"77","60"
"USW00094789","1970-09-03","0.02",,"76","63"
"USW00094789","1970-09-04","0.00",,"91","72"
"USW00094789","1970-09-05","0.00",,"89","70"
"USW00094789","1970-09-06","0.00",,"79","65"
"USW00094789","1970-09-07","0.00",,"77","60"
"USW00094789","1970-09-08","0.00",,"70","60"
"USW00094789","1970-09-09","0.16",,"71","66"
"USW00094789","1970-09-10","0.78",,"79","69"
"USW00094789","1970-09-11","0.00",,"75","63"
"USW00094789","1970-09-12","0.00",,"76","56"
"USW00094789","1970-09-13","0.00",,"75","54"
"USW00094789","1970-09-14","0.00",,"80","59"
"USW00094789","1970-09-15","0.00",,"80","58"
"USW00094789","1970-09-16","0.00",,"88","61"
"USW00094789","1970-09-17","0.00",,"72","57"
"USW00094789","1970-09-18","0.19",,"75","67"
"USW00094789","1970-09-19","0.00",,"76","61"
"USW00094789","1970-09-20","0.00",,"74","56"
"USW00094789","1970-09-21","0.00",,"78","64"
"USW00094789","1970-09-22","0.00",,"86","69"
"USW00094789","1970-09-23","0.00",,"90","72"
"USW00094789","1970-09-24","0.00",,"88","71"
"USW00094789","1970-09-25","0.00",,"82","71"
"USW00094789","1970-09-26","0.00",,"87","73"
"USW00094789","1970-09-27","0.46",,"82","57"
"USW00094789","1970-09-28","0.00",,"64","54"
"USW00094789","1970-09-29","0.00",,"61","50"
"USW00094789","1970-09-30","0.00",,"63","47"
"USW00094789","1970-10-01","0.00",,"67","49"
"USW00094789","1970-10-02","0.00",,"70","49"
"USW00094789","1970-10-03","0.10",,"74","60"
"USW00094789","1970-10-04","0.00",,"65","54"
"USW00094789","1970-10-05","0.00",,"66","50"
"USW00094789","1970-10-06","0.00",,"69","47"
"USW00094789","1970-10-07","0.00",,"72","57"
"USW00094789","1970-10-08","0.00",,"74","59"
"USW00094789","1970-10-09","0.00",,"73","56"
"USW00094789","1970-10-10","0.00",,"75","56"
"USW00094789","1970-10-11","0.00",,"71","60"
"USW00094789","1970-10-12","0.00",,"70","60"
"USW00094789","1970-10-13","0.00",,"68","62"
"USW00094789","1970-10-14","0.00",,"75","65"
"USW00094789","1970-10-15","1.24",,"74","63"
"USW00094789","1970-10-16","0.00",,"63","44"
"USW00094789","1970-10-17","0.00",,"48","38"
"USW00094789","1970-10-18","0.00",,"66","41"
"USW00094789","1970-10-19","0.00",,"64","41"
"USW00094789","1970-10-20","0.00",,"62","38"
"USW00094789","1970-10-21","0.13",,"66","52"
"USW00094789","1970-10-22","0.44",,"67","60"
"USW00094789","1970-10-23","0.00",,"72","62"
"USW00094789","1970-10-24","0.00",,"72","58"
"USW00094789","1970-10-25","0.02",,"62","54"
"USW00094789","1970-10-26","0.00",,"58","50"
"USW00094789","1970-10-27","0.00",,"51","37"
"USW00094789","1970-10-28","0.00",,"54","35"
"USW00094789","1970-10-29","0.00",,"60","34"
"USW00094789","1970-10-30","0.00",,"57","39"
"USW00094789","1970-10-31","0.00",,"57","40"
"USW00094789","1970-11-01","0.00",,"63","47"
"USW00094789","1970-11-02","0.00",,"62","49"
"USW00094789","1970-11-03","0.16",,"64","48"
"USW00094789","1970-11-04","0.41",,"59","48"
"USW00094789","1970-11-05","0.00",,"54","43"
"USW00094789","1970-11-06","0.00",,"55","41"
"USW00094789","1970-11-07","0.00",,"61","45"
"USW00094789","1970-11-08","0.00",,"59","42"
"USW00094789","1970-11-09","0.00",,"56","39"
"USW00094789","1970-11-10","0.12",,"62","53"
"USW00094789","1970-11-11","0.21",,"63","57"
"USW00094789","1970-11-12","0.09",,"58","54"
"USW00094789","1970-11-13","1.25",,"54","47"
"USW00094789","1970-11-14","0.01",,"57","50"
"USW00094789","1970-11-15","0.65",,"52","49"
"USW00094789","1970-11-16","0.00",,"49","38"
"USW00094789","1970-11-17","0.00",,"48","35"
"USW00094789","1970-11-18","0.00",,"51","33"
"USW00094789","1970-11-19","0.26",,"58","46"
"USW00094789","1970-11-20","0.56",,"57","44"
"USW00094789","1970-11-21","0.00",,"55","45"
"USW00094789","1970-11-22","0.00",,"56","40"
"USW00094789","1970-11-23","0.00",,"56","26"
"USW00094789","1970-11-24","0.00",,"35","23"
"USW00094789","1970-11-25","0.00",,"37","27"
"USW00094789","1970-11-26","0.00",,"46","30"
"USW00094789","1970-11-27","0.00",,"52","43"
"USW00094789","1970-11-28","0.00",,"55","43"
"USW00094789","1970-11-29","0.10",,"49","43"
"USW00094789","1970-11-30","0.02",,"59","43"
"USW00094789","1970-12-01","0.00",,"51","35"
"USW00094789","1970-12-02","0.00",,"60","48"
"USW00094789","1970-12-03","0.14",,"60","42"
"USW00094789","1970-12-04","0.05",,"59","29"
"USW00094789","1970-12-05","0.00",,"40","27"
"USW00094789","1970-12-06","0.00",,"40","28"
"USW00094789","1970-12-07","0.00",,"34","22"
"USW00094789","1970-12-08","0.00",,"35","18"
"USW00094789","1970-12-09","0.00",,"46","35"
"USW00094789","1970-12-10","0.00",,"49","34"
"USW00094789","1970-12-11","0.17",,"36","31"
"USW00094789","1970-12-12","0.48",,"37","32"
"USW00094789","1970-12-13","0.00",,"38","32"
"USW00094789","1970-12-14","0.00",,"39","33"
"USW00094789","1970-12-15","0.09",,"38","29"
"USW00094789","1970-12-16","0.52",,"41","27"
"USW00094789","1970-12-17","0.75",,"47","35"
"USW00094789","1970-12-18","0.00",,"41","32"
"USW00094789","1970-12-19","0.00",,"51","32"
"USW00094789","1970-12-20","0.00",,"47","36"
"USW00094789","1970-12-21","0.00",,"36","31"
"USW00094789","1970-12-22","0.07",,"34","25"
"USW00094789","1970-12-23","0.10",,"35","29"
"USW00094789","1970-12-24","0.18",,"35","30"
"USW00094789","1970-12-25","0.00",,"33","27"
"USW00094789","1970-12-26","0.00",,"34","25"
"USW00094789","1970-12-27","0.00",,"30","21"
"USW00094789","1970-12-28","0.00",,"33","24"
"USW00094789","1970-12-29","0.00",,"30","23"
"USW00094789","1970-12-30","0.00",,"30","22"
"USW00094789","1970-12-31","0.00",,"36","21"
"USW00094789","1971-01-01","0.58",,"32","25"
"USW00094789","1971-01-02","0.00",,"33","25"
"USW00094789","1971-01-03","0.00",,"40","28"
"USW00094789","1971-01-04","0.85",,"46","25"
"USW00094789","1971-01-05","0.07",,"48","34"
"USW00094789","1971-01-06","0.00",,"34","27"
"USW00094789","1971-01-07","0.00",,"28","21"
"USW00094789","1971-01-08","0.00",,"28","19"
"USW00094789","1971-01-09","0.00",,"28","20"
"USW00094789","1971-01-10","0.00",,"37","26"
"USW00094789","1971-01-11","0.00",,"44","30"
"USW00094789","1971-01-12","0.00",,"41","21"
"USW00094789","1971-01-13","0.02",,"25","17"
"USW00094789","1971-01-14","0.26",,"38","21"
"USW00094789","1971-01-15","0.00",,"37","26"
"USW00094789","1971-01-16","0.00",,"26","14"
"USW00094789","1971-01-17","0.00",,"24","16"
"USW00094789","1971-01-18","0.00",,"27","15"
"USW00094789","1971-01-19","0.00",,"16","7"
"USW00094789","1971-01-20","0.00",,"24","9"
"USW00094789","1971-01-21","0.00",,"35","19"
"USW00094789","1971-01-22","0.00",,"41","31"
"USW00094789","1971-01-23","0.04",,"46","30"
"USW00094789","1971-01-24","0.23",,"37","28"
"USW00094789","1971-01-25","0.06",,"38","33"
"USW00094789","1971-01-26","0.19",,"44","25"
"USW00094789","1971-01-27","0.01",,"25","12"
"USW00094789","1971-01-28","0.00",,"21","11"
"USW00094789","1971-01-29","0.00",,"37","15"
"USW00094789","1971-01-30","0.00",,"47","29"
"USW00094789","1971-01-31","0.00",,"29","13"
"USW00094789","1971-02-01","0.00",,"15","8"
"USW00094789","1971-02-02","0.00",,"17","7"
"USW00094789","1971-02-03","0.00",,"22","10"
"USW00094789","1971-02-04","0.00",,"29","17"
"USW00094789","1971-02-05","0.48",,"40","29"
"USW00094789","1971-02-06","0.00",,"41","32"
"USW00094789","1971-02-07","1.36",,"44","30"
"USW00094789","1971-02-08","0.51",,"38","35"
"USW00094789","1971-02-09","0.01",,"37","25"
"USW00094789","1971-02-10","0.00",,"26","17"
"USW00094789","1971-02-11","0.00",,"37","22"
"USW00094789","1971-02-12","0.00",,"42","32"
"USW00094789","1971-02-13","0.39",,"51","39"
"USW00094789","1971-02-14","0.00",,"39","27"
"USW00094789","1971-02-15","0.00",,"33","25"
"USW00094789","1971-02-16","0.00",,"39","28"
"USW00094789","1971-02-17","0.05",,"38","24"
"USW00094789","1971-02-18","0.00",,"48","30"
"USW00094789","1971-02-19","0.00",,"48","36"
"USW00094789","1971-02-20","0.14",,"48","38"
"USW00094789","1971-02-21","0.00",,"51","38"
"USW00094789","1971-02-22","0.64",,"39","34"
"USW00094789","1971-02-23","0.52",,"42","34"
"USW00094789","1971-02-24","0.00",,"44","34"
"USW00094789","1971-02-25","0.00",,"46","35"
"USW00094789","1971-02-26","0.00",,"47","31"
"USW00094789","1971-02-27","0.66",,"60","40"
"USW00094789","1971-02-28","0.00",,"56","40"
"USW00094789","1971-03-01","0.00",,"51","40"
"USW00094789","1971-03-02","0.00",,"45","33"
"USW00094789","1971-03-03","0.61",,"38","33"
"USW00094789","1971-03-04","0.65",,"36","28"
"USW00094789","1971-03-05","0.00",,"43","29"
"USW00094789","1971-03-06","0.00",,"49","33"
"USW00094789","1971-03-07","0.81",,"47","35"
"USW00094789","1971-03-08","0.00",,"37","29"
"USW00094789","1971-03-09","0.00",,"41","27"
"USW00094789","1971-03-10","0.00",,"39","27"
"USW00094789","1971-03-11","0.11",,"47","35"
"USW00094789","1971-03-12","0.22",,"45","34"
"USW00094789","1971-03-13","0.01",,"44","37"
"USW00094789","1971-03-14","0.00",,"45","35"
"USW00094789","1971-03-15","0.06",,"55","37"
"USW00094789","1971-03-16","0.00",,"58","42"
"USW00094789","1971-03-17","0.00",,"44","31"
"USW00094789","1971-03-18","0.00",,"44","30"
"USW00094789","1971-03-19","0.64",,"48","31"
"USW00094789","1971-03-20","0.00",,"43","36"
"USW00094789","1971-03-21","0.00",,"46","36"
"USW00094789","1971-03-22","0.00",,"48","35"
"USW00094789","1971-03-23","0.06",,"43","31"
"USW00094789","1971-03-24","0.00",,"35","28"
"USW00094789","1971-03-25","0.00",,"43","25"
"USW00094789","1971-03-26","0.00",,"36","27"
"USW00094789","1971-03-27","0.00",,"48","31"
"USW00094789","1971-03-28","0.00",,"47","32"
"USW00094789","1971-03-29","0.00",,"51","39"
"USW00094789","1971-03-30","0.00",,"48","37"
"USW00094789","1971-03-31","0.00",,"50","33"
"USW00094789","1971-04-01","0.00",,"45","31"
"USW00094789","1971-04-02","0.11",,"52","44"
"USW00094789","1971-04-03","0.07",,"56","42"
"USW00094789","1971-04-04","0.00",,"60","40"
"USW00094789","1971-04-05","0.00",,"47","36"
"USW00094789","1971-04-06","1.27",,"43","34"
"USW00094789","1971-04-07","0.85",,"54","34"
"USW00094789","1971-04-08","0.00",,"49","34"
"USW00094789","1971-04-09","0.00",,"53","36"
"USW00094789","1971-04-10","0.00",,"53","38"
"USW00094789","1971-04-11","0.00",,"64","39"
"USW00094789","1971-04-12","0.00",,"52","37"
"USW00094789","1971-04-13","0.00",,"55","41"
"USW00094789","1971-04-14","0.00",,"53","38"
"USW00094789","1971-04-15","0.00",,"52","35"
"USW00094789","1971-04-16","0.00",,"52","41"
"USW00094789","1971-04-17","0.00",,"56","36"
"USW00094789","1971-04-18","0.00",,"64","40"
"USW00094789","1971-04-19","0.00",,"70","45"
"USW00094789","1971-04-20","0.00",,"71","46"
"USW00094789","1971-04-21","0.00",,"69","43"
"USW00094789","1971-04-22","0.00",,"58","45"
"USW00094789","1971-04-23","0.00",,"64","44"
"USW00094789","1971-04-24","0.07",,"61","40"
"USW00094789","1971-04-25","0.00",,"53","37"
"USW00094789","1971-04-26","0.02",,"53","45"
"USW00094789","1971-04-27","0.00",,"62","43"
"USW00094789","1971-04-28","0.16",,"49","41"
"USW00094789","1971-04-29","0.28",,"53","43"
"USW00094789","1971-04-30","0.07",,"55","43"
"USW00094789","1971-05-01","0.00",,"63","45"
"USW00094789","1971-05-02","0.00",,"56","47"
"USW00094789","1971-05-03","0.06",,"54","47"
"USW00094789","1971-05-04","0.00",,"64","44"
"USW00094789","1971-05-05","0.00",,"72","45"
"USW00094789","1971-05-06","0.26",,"62","52"
"USW00094789","1971-05-07","0.00",,"68","48"
"USW00094789","1971-05-08","0.92",,"51","48"
"USW00094789","1971-05-09","0.00",,"55","47"
"USW00094789","1971-05-10","0.00",,"65","49"
"USW00094789","1971-05-11","0.00",,"80","51"
"USW00094789","1971-05-12","0.00",,"65","55"
"USW00094789","1971-05-13","0.11",,"60","54"
"USW00094789","1971-05-14","0.00",,"76","52"
"USW00094789","1971-05-15","0.00",,"66","45"
"USW00094789","1971-05-16","1.03",,"59","53"
"USW00094789","1971-05-17","0.00",,"82","54"
"USW00094789","1971-05-18","0.00",,"79","60"
"USW00094789","1971-05-19","0.00",,"70","53"
"USW00094789","1971-05-20","0.00",,"60","51"
"USW00094789","1971-05-21","0.02",,"61","53"
"USW00094789","1971-05-22","0.00",,"73","55"
"USW00094789","1971-05-23","0.00",,"77","53"
"USW00094789","1971-05-24","0.00",,"65","50"
"USW00094789","1971-05-25","0.03",,"71","60"
"USW00094789","1971-05-26","0.00",,"77","59"
"USW00094789","1971-05-27","0.00",,"70","57"
"USW00094789","1971-05-28","0.00",,"67","54"
"USW00094789","1971-05-29","0.00",,"72","52"
"USW00094789","1971-05-30","0.17",,"64","56"
"USW00094789","1971-05-31","0.01",,"75","60"
"USW00094789","1971-06-01","0.00",,"74","56"
"USW00094789","1971-06-02","0.00",,"67","54"
"USW00094789","1971-06-03","0.07",,"82","61"
"USW00094789","1971-06-04","0.00",,"91","70"
"USW00094789","1971-06-05","0.00",,"80","61"
"USW00094789","1971-06-06","0.00",,"76","58"
"USW00094789","1971-06-07","0.00",,"91","63"
"USW00094789","1971-06-08","0.00",,"90","71"
"USW00094789","1971-06-09","0.00",,"82","64"
"USW00094789","1971-06-10","0.00",,"80","62"
"USW00094789","1971-06-11","0.00",,"75","58"
"USW00094789","1971-06-12","0.01",,"81","65"
"USW00094789","1971-06-13","0.94",,"84","68"
"USW00094789","1971-06-14","0.02",,"74","61"
"USW00094789","1971-06-15","0.06",,"61","58"
"USW00094789","1971-06-16","0.00",,"73","58"
"USW00094789","1971-06-17","0.00",,"80","58"
"USW00094789","1971-06-18","0.00",,"80","61"
"USW00094789","1971-06-19","0.00",,"78","63"
"USW00094789","1971-06-20","0.00",,"78","66"
"USW00094789","1971-06-21","0.41",,"79","66"
"USW00094789","1971-06-22","0.00",,"86","69"
"USW00094789","1971-06-23","0.00",,"80","66"
"USW00094789","1971-06-24","0.00",,"79","66"
"USW00094789","1971-06-25","0.16",,"87","70"
"USW00094789","1971-06-26","0.04",,"93","73"
"USW00094789","1971-06-27","0.00",,"87","67"
"USW00094789","1971-06-28","0.00",,"80","67"
"USW00094789","1971-06-29","0.00",,"77","67"
"USW00094789","1971-06-30","0.00",,"85","70"
"USW00094789","1971-07-01","0.43",,"85","72"
"USW00094789","1971-07-02","0.00",,"86","72"
"USW00094789","1971-07-03","0.00",,"81","66"
"USW00094789","1971-07-04","0.00",,"80","65"
"USW00094789","1971-07-05","0.00",,"80","64"
"USW00094789","1971-07-06","0.07",,"85","69"
"USW00094789","1971-07-07","0.00",,"95","75"
"USW00094789","1971-07-08","0.00",,"97","75"
"USW00094789","1971-07-09","0.00",,"94","73"
"USW00094789","1971-07-10","0.00",,"90","76"
"USW00094789","1971-07-11","0.00",,"81","67"
